subject_id,slices,single_mean_dice,single_mean_iou,single_mean_precision,single_mean_recall,single_mean_hausdorff_px,single_mean_mask_area_pred,multi_mean_dice,multi_mean_iou,multi_mean_precision,multi_mean_recall,multi_mean_hausdorff_px,multi_mean_mask_area_pred,mask_only_mean_dice,mask_only_mean_iou,mask_only_mean_precision,mask_only_mean_recall,mask_only_mean_hausdorff_px,mask_only_mean_mask_area_pred,box_mask_mean_dice,box_mask_mean_iou,box_mask_mean_precision,box_mask_mean_recall,box_mask_mean_hausdorff_px,box_mask_mean_mask_area_pred,mean_best_mask_improvement,mask_improved_slices,mask_worsened_slices
sub-086,55,0.8716395876325658,0.8179543288915767,0.8761469997900472,0.8973310092650421,9.80665561422145,4382.345454545454,0.9171725197291589,0.8616051255139374,0.9196277490960849,0.9364874983176753,8.63204520546995,4273.254545454545,0.0,0.0,1.0,0.0,nan,0.0,0.9250744875657467,0.8759277517164098,0.9172815716570528,0.9555164604928489,6.706976687333963,4359.818181818182,0.0077774442883020755,47,8
