subject_id,slice_index,component_count,retained_component_boxes,gt_area,coarse_size,perturbation,perturbation_radius,single_dice,single_iou,single_precision,single_recall,single_hausdorff_px,single_mask_area_pred,multi_dice,multi_iou,multi_precision,multi_recall,multi_hausdorff_px,multi_mask_area_pred,mask_only_dice,mask_only_iou,mask_only_precision,mask_only_recall,mask_only_hausdorff_px,mask_only_mask_area_pred,box_mask_dice,box_mask_iou,box_mask_precision,box_mask_recall,box_mask_hausdorff_px,box_mask_mask_area_pred,multi_over_single_dice,mask_only_over_single_dice,box_mask_over_multi_dice,best_mask_over_best_box_dice
sub-086,47,1,1,3959,32,none,1,0.9210729945834408,0.8536935213961272,0.9409749670619236,0.9019954533973226,5.830951894845301,3795,0.9210729945834408,0.8536935213961272,0.9409749670619236,0.9019954533973226,5.830951894845301,3795,0.0,0.0,1.0,0.0,nan,0,0.937539592043583,0.882423086095874,0.9405185561769192,0.9345794392523364,5.830951894845301,3934,0.0,-0.9210729945834408,0.01646659746014212,0.01646659746014212
sub-086,48,1,1,3640,32,none,1,0.8977528089887641,0.8144750254841998,0.9183908045977012,0.878021978021978,7.0710678118654755,3480,0.8977528089887641,0.8144750254841998,0.9183908045977012,0.878021978021978,7.0710678118654755,3480,0.0,0.0,1.0,0.0,nan,0,0.9203708753749659,0.8524880020207123,0.9136437466161342,0.9271978021978022,7.0710678118654755,3694,0.0,-0.8977528089887641,0.022618066386201785,0.022618066386201785
sub-086,49,1,1,3305,32,none,1,0.8790212958767558,0.7841552142279709,0.8775633293124246,0.8804841149773072,7.810249675906654,3316,0.8790212958767558,0.7841552142279709,0.8775633293124246,0.8804841149773072,7.810249675906654,3316,0.0,0.0,1.0,0.0,nan,0,0.8999116867824551,0.818035857639818,0.8761822871883062,0.9249621785173979,7.810249675906654,3489,0.0,-0.8790212958767558,0.02089039090569933,0.02089039090569933
sub-086,50,1,1,2856,32,none,1,0.8526561977948547,0.7431566686080373,0.8153354632587859,0.8935574229691877,9.219544457292887,3130,0.8526561977948547,0.7431566686080373,0.8153354632587859,0.8935574229691877,9.219544457292887,3130,0.0,0.0,1.0,0.0,nan,0,0.8706655710764174,0.7709545983701979,0.8203778259523072,0.9275210084033614,9.219544457292887,3229,0.0,-0.8526561977948547,0.018009373281562713,0.018009373281562713
sub-086,51,3,3,2251,32,none,1,0.8034120214243206,0.6714190981432361,0.7258064516129032,0.8996001776988005,10.816653826391969,2790,0.8759565042287555,0.7792905768541741,0.8011049723756906,0.9662372278987117,9.848857801796104,2715,0.0,0.0,1.0,0.0,nan,0,0.8865520728008089,0.7962223029422448,0.8136599851521901,0.9737894269213683,10.295630140987,2694,0.07254448280443493,-0.8034120214243206,0.01059556857205346,0.01059556857205346
sub-086,52,4,4,1512,32,none,1,0.5219012115563839,0.3530895334174023,0.4028776978417266,0.7407407407407407,18.384776310850235,2780,0.7434173669467787,0.5916183682567989,0.6448007774538387,0.8776455026455027,8.54400374531753,2058,0.0,0.0,1.0,0.0,nan,0,0.8193035371538251,0.6939154667905248,0.6997658079625293,0.9880952380952381,8.48528137423857,2135,0.22151615539039482,-0.5219012115563839,0.07588617020704636,0.07588617020704636
sub-086,53,4,2,700,32,none,1,0.31329032258064515,0.1857405140758874,0.19118110236220473,0.8671428571428571,22.47220505424423,3175,0.720510095642933,0.5631229235880398,0.5736040609137056,0.9685714285714285,29.274562336608895,1182,0.0,0.0,1.0,0.0,nan,0,0.7174701918092276,0.5594179466451091,0.5630593978844589,0.9885714285714285,29.274562336608895,1229,0.40721977306228785,-0.31329032258064515,-0.0030399038337054485,-0.0030399038337054485
sub-086,54,2,2,274,32,none,1,0.024922118380062305,0.012618296529968454,0.01419158641662443,0.10218978102189781,39.6232255123179,1973,0.710562414266118,0.551063829787234,0.5692307692307692,0.9452554744525548,8.602325267042627,455,0.0,0.0,1.0,0.0,nan,0,0.703956343792633,0.5431578947368421,0.5620915032679739,0.9416058394160584,9.433981132056603,459,0.6856402958860557,-0.024922118380062305,-0.006606070473484937,-0.006606070473484937
sub-086,55,2,1,89,32,none,1,0.0,0.0,0.0,0.0,43.04648650006177,1948,0.9302325581395349,0.8695652173913043,0.963855421686747,0.898876404494382,69.12307863514182,83,0.0,0.0,1.0,0.0,nan,0,0.9364161849710982,0.8804347826086957,0.9642857142857143,0.9101123595505618,69.12307863514182,84,0.9302325581395349,0.0,0.006183626831563371,0.006183626831563371
sub-086,56,1,1,59,32,none,1,0.9516129032258065,0.9076923076923077,0.9076923076923077,1.0,1.0,65,0.9516129032258065,0.9076923076923077,0.9076923076923077,1.0,1.0,65,0.0,0.0,1.0,0.0,nan,0,0.9365079365079365,0.8805970149253731,0.8805970149253731,1.0,1.0,67,0.0,-0.9516129032258065,-0.015104966717869983,-0.015104966717869983
