subject_id,slices,multi_component_gt_slices,multi_box_slices,slices_improved,slices_worsened,single_mean_dice,multibox_mean_dice,mean_dice_change,single_mean_iou,multibox_mean_iou,mean_iou_change,single_mean_precision,multibox_mean_precision,mean_precision_change,single_mean_recall,multibox_mean_recall,mean_recall_change,single_mean_hausdorff_px,multibox_mean_hausdorff_px,mean_hausdorff_px_change,median_dice_change,largest_dice_improvement
sub-086,55,14,12,11,2,0.8716395876325658,0.9171725197291589,0.045532932096592794,0.8179543288915767,0.8616051255139374,0.043650796622361036,0.8761469997900472,0.9196277490960849,0.043480749306037667,0.8973310092650421,0.9364874983176753,0.03915648905263328,9.80665561422145,8.63204520546995,-1.1746104087515004,0.0,0.9302325581395349
